areaType,areaName,areaCode,date,newDailyNsoDeathsByDeathDate,cumDailyNsoDeathsByDeathDate
overview,United Kingdom,K02000001,21/04/2021,35,153533
overview,United Kingdom,K02000001,20/04/2021,35,153498
overview,United Kingdom,K02000001,19/04/2021,23,153463
overview,United Kingdom,K02000001,18/04/2021,31,153440
overview,United Kingdom,K02000001,17/04/2021,42,153409
overview,United Kingdom,K02000001,16/04/2021,32,153367
overview,United Kingdom,K02000001,15/04/2021,43,153335
overview,United Kingdom,K02000001,14/04/2021,35,153292
overview,United Kingdom,K02000001,13/04/2021,47,153257
overview,United Kingdom,K02000001,12/04/2021,37,153210
overview,United Kingdom,K02000001,11/04/2021,41,153173
overview,United Kingdom,K02000001,10/04/2021,43,153132
overview,United Kingdom,K02000001,09/04/2021,38,153089
overview,United Kingdom,K02000001,08/04/2021,62,153051
overview,United Kingdom,K02000001,07/04/2021,45,152989
overview,United Kingdom,K02000001,06/04/2021,45,152944
overview,United Kingdom,K02000001,05/04/2021,45,152899
overview,United Kingdom,K02000001,04/04/2021,53,152854
overview,United Kingdom,K02000001,03/04/2021,41,152801
overview,United Kingdom,K02000001,02/04/2021,50,152760
overview,United Kingdom,K02000001,01/04/2021,63,152710
overview,United Kingdom,K02000001,31/03/2021,74,152647
overview,United Kingdom,K02000001,30/03/2021,54,152573
overview,United Kingdom,K02000001,29/03/2021,71,152519
overview,United Kingdom,K02000001,28/03/2021,49,152448
overview,United Kingdom,K02000001,27/03/2021,64,152399
overview,United Kingdom,K02000001,26/03/2021,75,152335
overview,United Kingdom,K02000001,25/03/2021,79,152260
overview,United Kingdom,K02000001,24/03/2021,70,152181
overview,United Kingdom,K02000001,23/03/2021,94,152111
overview,United Kingdom,K02000001,22/03/2021,108,152017
overview,United Kingdom,K02000001,21/03/2021,126,151909
overview,United Kingdom,K02000001,20/03/2021,100,151783
overview,United Kingdom,K02000001,19/03/2021,102,151683
overview,United Kingdom,K02000001,18/03/2021,100,151581
overview,United Kingdom,K02000001,17/03/2021,127,151481
overview,United Kingdom,K02000001,16/03/2021,114,151354
overview,United Kingdom,K02000001,15/03/2021,138,151240
overview,United Kingdom,K02000001,14/03/2021,137,151102
overview,United Kingdom,K02000001,13/03/2021,135,150965
overview,United Kingdom,K02000001,12/03/2021,135,150830
overview,United Kingdom,K02000001,11/03/2021,173,150695
overview,United Kingdom,K02000001,10/03/2021,161,150522
overview,United Kingdom,K02000001,09/03/2021,185,150361
overview,United Kingdom,K02000001,08/03/2021,197,150176
overview,United Kingdom,K02000001,07/03/2021,197,149979
overview,United Kingdom,K02000001,06/03/2021,210,149782
overview,United Kingdom,K02000001,05/03/2021,222,149572
overview,United Kingdom,K02000001,04/03/2021,233,149350
overview,United Kingdom,K02000001,03/03/2021,218,149117
overview,United Kingdom,K02000001,02/03/2021,244,148899
overview,United Kingdom,K02000001,01/03/2021,296,148655
overview,United Kingdom,K02000001,28/02/2021,281,148359
overview,United Kingdom,K02000001,27/02/2021,307,148078
overview,United Kingdom,K02000001,26/02/2021,303,147771
overview,United Kingdom,K02000001,25/02/2021,354,147468
overview,United Kingdom,K02000001,24/02/2021,366,147114
overview,United Kingdom,K02000001,23/02/2021,380,146748
overview,United Kingdom,K02000001,22/02/2021,379,146368
overview,United Kingdom,K02000001,21/02/2021,411,145989
overview,United Kingdom,K02000001,20/02/2021,452,145578
overview,United Kingdom,K02000001,19/02/2021,469,145126
overview,United Kingdom,K02000001,18/02/2021,521,144657
overview,United Kingdom,K02000001,17/02/2021,505,144136
overview,United Kingdom,K02000001,16/02/2021,566,143631
overview,United Kingdom,K02000001,15/02/2021,615,143065
overview,United Kingdom,K02000001,14/02/2021,605,142450
overview,United Kingdom,K02000001,13/02/2021,586,141845
overview,United Kingdom,K02000001,12/02/2021,635,141259
overview,United Kingdom,K02000001,11/02/2021,676,140624
overview,United Kingdom,K02000001,10/02/2021,712,139948
overview,United Kingdom,K02000001,09/02/2021,723,139236
overview,United Kingdom,K02000001,08/02/2021,779,138513
overview,United Kingdom,K02000001,07/02/2021,752,137734
overview,United Kingdom,K02000001,06/02/2021,787,136982
overview,United Kingdom,K02000001,05/02/2021,872,136195
overview,United Kingdom,K02000001,04/02/2021,826,135323
overview,United Kingdom,K02000001,03/02/2021,974,134497
overview,United Kingdom,K02000001,02/02/2021,960,133523
overview,United Kingdom,K02000001,01/02/2021,1006,132563
overview,United Kingdom,K02000001,31/01/2021,994,131557
overview,United Kingdom,K02000001,30/01/2021,1025,130563
overview,United Kingdom,K02000001,29/01/2021,1160,129538
overview,United Kingdom,K02000001,28/01/2021,1224,128378
overview,United Kingdom,K02000001,27/01/2021,1232,127154
overview,United Kingdom,K02000001,26/01/2021,1172,125922
overview,United Kingdom,K02000001,25/01/2021,1263,124750
overview,United Kingdom,K02000001,24/01/2021,1239,123487
overview,United Kingdom,K02000001,23/01/2021,1286,122248
overview,United Kingdom,K02000001,22/01/2021,1333,120962
overview,United Kingdom,K02000001,21/01/2021,1349,119629
overview,United Kingdom,K02000001,20/01/2021,1382,118280
overview,United Kingdom,K02000001,19/01/2021,1489,116898
overview,United Kingdom,K02000001,18/01/2021,1401,115409
overview,United Kingdom,K02000001,17/01/2021,1361,114008
overview,United Kingdom,K02000001,16/01/2021,1417,112647
overview,United Kingdom,K02000001,15/01/2021,1323,111230
overview,United Kingdom,K02000001,14/01/2021,1340,109907
overview,United Kingdom,K02000001,13/01/2021,1307,108567
overview,United Kingdom,K02000001,12/01/2021,1318,107260
overview,United Kingdom,K02000001,11/01/2021,1241,105942
overview,United Kingdom,K02000001,10/01/2021,1173,104701
overview,United Kingdom,K02000001,09/01/2021,1092,103528
overview,United Kingdom,K02000001,08/01/2021,1052,102436
overview,United Kingdom,K02000001,07/01/2021,1055,101384
overview,United Kingdom,K02000001,06/01/2021,1014,100329
overview,United Kingdom,K02000001,05/01/2021,972,99315
overview,United Kingdom,K02000001,04/01/2021,896,98343
overview,United Kingdom,K02000001,03/01/2021,807,97447
overview,United Kingdom,K02000001,02/01/2021,833,96640
overview,United Kingdom,K02000001,01/01/2021,809,95807
overview,United Kingdom,K02000001,31/12/2020,824,94998
overview,United Kingdom,K02000001,30/12/2020,760,94174
overview,United Kingdom,K02000001,29/12/2020,713,93414
overview,United Kingdom,K02000001,28/12/2020,723,92701
overview,United Kingdom,K02000001,27/12/2020,718,91978
overview,United Kingdom,K02000001,26/12/2020,692,91260
overview,United Kingdom,K02000001,25/12/2020,655,90568
overview,United Kingdom,K02000001,24/12/2020,616,89913
overview,United Kingdom,K02000001,23/12/2020,629,89297
overview,United Kingdom,K02000001,22/12/2020,629,88668
overview,United Kingdom,K02000001,21/12/2020,602,88039
overview,United Kingdom,K02000001,20/12/2020,551,87437
overview,United Kingdom,K02000001,19/12/2020,548,86886
overview,United Kingdom,K02000001,18/12/2020,586,86338
overview,United Kingdom,K02000001,17/12/2020,567,85752
overview,United Kingdom,K02000001,16/12/2020,484,85185
overview,United Kingdom,K02000001,15/12/2020,507,84701
overview,United Kingdom,K02000001,14/12/2020,506,84194
overview,United Kingdom,K02000001,13/12/2020,480,83688
overview,United Kingdom,K02000001,12/12/2020,488,83208
overview,United Kingdom,K02000001,11/12/2020,491,82720
overview,United Kingdom,K02000001,10/12/2020,496,82229
overview,United Kingdom,K02000001,09/12/2020,448,81733
overview,United Kingdom,K02000001,08/12/2020,472,81285
overview,United Kingdom,K02000001,07/12/2020,466,80813
overview,United Kingdom,K02000001,06/12/2020,436,80347
overview,United Kingdom,K02000001,05/12/2020,407,79911
overview,United Kingdom,K02000001,04/12/2020,499,79504
overview,United Kingdom,K02000001,03/12/2020,504,79005
overview,United Kingdom,K02000001,02/12/2020,414,78501
overview,United Kingdom,K02000001,01/12/2020,425,78087
overview,United Kingdom,K02000001,30/11/2020,465,77662
overview,United Kingdom,K02000001,29/11/2020,501,77197
overview,United Kingdom,K02000001,28/11/2020,486,76696
overview,United Kingdom,K02000001,27/11/2020,460,76210
overview,United Kingdom,K02000001,26/11/2020,461,75750
overview,United Kingdom,K02000001,25/11/2020,499,75289
overview,United Kingdom,K02000001,24/11/2020,496,74790
overview,United Kingdom,K02000001,23/11/2020,508,74294
overview,United Kingdom,K02000001,22/11/2020,512,73786
overview,United Kingdom,K02000001,21/11/2020,498,73274
overview,United Kingdom,K02000001,20/11/2020,485,72776
overview,United Kingdom,K02000001,19/11/2020,485,72291
overview,United Kingdom,K02000001,18/11/2020,514,71806
overview,United Kingdom,K02000001,17/11/2020,466,71292
overview,United Kingdom,K02000001,16/11/2020,431,70826
overview,United Kingdom,K02000001,15/11/2020,457,70395
overview,United Kingdom,K02000001,14/11/2020,459,69938
overview,United Kingdom,K02000001,13/11/2020,450,69479
overview,United Kingdom,K02000001,12/11/2020,430,69029
overview,United Kingdom,K02000001,11/11/2020,409,68599
overview,United Kingdom,K02000001,10/11/2020,410,68190
overview,United Kingdom,K02000001,09/11/2020,493,67780
overview,United Kingdom,K02000001,08/11/2020,433,67287
overview,United Kingdom,K02000001,07/11/2020,417,66854
overview,United Kingdom,K02000001,06/11/2020,417,66437
overview,United Kingdom,K02000001,05/11/2020,388,66020
overview,United Kingdom,K02000001,04/11/2020,340,65632
overview,United Kingdom,K02000001,03/11/2020,377,65292
overview,United Kingdom,K02000001,02/11/2020,338,64915
overview,United Kingdom,K02000001,01/11/2020,359,64577
overview,United Kingdom,K02000001,31/10/2020,340,64218
overview,United Kingdom,K02000001,30/10/2020,352,63878
overview,United Kingdom,K02000001,29/10/2020,320,63526
overview,United Kingdom,K02000001,28/10/2020,281,63206
overview,United Kingdom,K02000001,27/10/2020,285,62925
overview,United Kingdom,K02000001,26/10/2020,282,62640
overview,United Kingdom,K02000001,25/10/2020,255,62358
overview,United Kingdom,K02000001,24/10/2020,219,62103
overview,United Kingdom,K02000001,23/10/2020,225,61884
overview,United Kingdom,K02000001,22/10/2020,242,61659
overview,United Kingdom,K02000001,21/10/2020,232,61417
overview,United Kingdom,K02000001,20/10/2020,210,61185
overview,United Kingdom,K02000001,19/10/2020,193,60975
overview,United Kingdom,K02000001,18/10/2020,167,60782
overview,United Kingdom,K02000001,17/10/2020,186,60615
overview,United Kingdom,K02000001,16/10/2020,162,60429
overview,United Kingdom,K02000001,15/10/2020,152,60267
overview,United Kingdom,K02000001,14/10/2020,123,60115
overview,United Kingdom,K02000001,13/10/2020,119,59992
overview,United Kingdom,K02000001,12/10/2020,120,59873
overview,United Kingdom,K02000001,11/10/2020,128,59753
overview,United Kingdom,K02000001,10/10/2020,107,59625
overview,United Kingdom,K02000001,09/10/2020,96,59518
overview,United Kingdom,K02000001,08/10/2020,97,59422
overview,United Kingdom,K02000001,07/10/2020,110,59325
overview,United Kingdom,K02000001,06/10/2020,84,59215
overview,United Kingdom,K02000001,05/10/2020,68,59131
overview,United Kingdom,K02000001,04/10/2020,63,59063
overview,United Kingdom,K02000001,03/10/2020,70,59000
overview,United Kingdom,K02000001,02/10/2020,74,58930
overview,United Kingdom,K02000001,01/10/2020,71,58856
overview,United Kingdom,K02000001,30/09/2020,61,58785
overview,United Kingdom,K02000001,29/09/2020,48,58724
overview,United Kingdom,K02000001,28/09/2020,55,58676
overview,United Kingdom,K02000001,27/09/2020,56,58621
overview,United Kingdom,K02000001,26/09/2020,47,58565
overview,United Kingdom,K02000001,25/09/2020,40,58518
overview,United Kingdom,K02000001,24/09/2020,34,58478
overview,United Kingdom,K02000001,23/09/2020,58,58444
overview,United Kingdom,K02000001,22/09/2020,39,58386
overview,United Kingdom,K02000001,21/09/2020,30,58347
overview,United Kingdom,K02000001,20/09/2020,40,58317
overview,United Kingdom,K02000001,19/09/2020,25,58277
overview,United Kingdom,K02000001,18/09/2020,30,58252
overview,United Kingdom,K02000001,17/09/2020,38,58222
overview,United Kingdom,K02000001,16/09/2020,31,58184
overview,United Kingdom,K02000001,15/09/2020,26,58153
overview,United Kingdom,K02000001,14/09/2020,21,58127
overview,United Kingdom,K02000001,13/09/2020,20,58106
overview,United Kingdom,K02000001,12/09/2020,23,58086
overview,United Kingdom,K02000001,11/09/2020,20,58063
overview,United Kingdom,K02000001,10/09/2020,16,58043
overview,United Kingdom,K02000001,09/09/2020,14,58027
overview,United Kingdom,K02000001,08/09/2020,16,58013
overview,United Kingdom,K02000001,07/09/2020,24,57997
overview,United Kingdom,K02000001,06/09/2020,13,57973
overview,United Kingdom,K02000001,05/09/2020,14,57960
overview,United Kingdom,K02000001,04/09/2020,15,57946
overview,United Kingdom,K02000001,03/09/2020,9,57931
overview,United Kingdom,K02000001,02/09/2020,15,57922
overview,United Kingdom,K02000001,01/09/2020,11,57907
overview,United Kingdom,K02000001,31/08/2020,18,57896
overview,United Kingdom,K02000001,30/08/2020,11,57878
overview,United Kingdom,K02000001,29/08/2020,8,57867
overview,United Kingdom,K02000001,28/08/2020,12,57859
overview,United Kingdom,K02000001,27/08/2020,12,57847
overview,United Kingdom,K02000001,26/08/2020,16,57835
overview,United Kingdom,K02000001,25/08/2020,22,57819
overview,United Kingdom,K02000001,24/08/2020,10,57797
overview,United Kingdom,K02000001,23/08/2020,17,57787
overview,United Kingdom,K02000001,22/08/2020,12,57770
overview,United Kingdom,K02000001,21/08/2020,10,57758
overview,United Kingdom,K02000001,20/08/2020,16,57748
overview,United Kingdom,K02000001,19/08/2020,13,57732
overview,United Kingdom,K02000001,18/08/2020,15,57719
overview,United Kingdom,K02000001,17/08/2020,21,57704
overview,United Kingdom,K02000001,16/08/2020,15,57683
overview,United Kingdom,K02000001,15/08/2020,23,57668
overview,United Kingdom,K02000001,14/08/2020,18,57645
overview,United Kingdom,K02000001,13/08/2020,23,57627
overview,United Kingdom,K02000001,12/08/2020,24,57604
overview,United Kingdom,K02000001,11/08/2020,20,57580
overview,United Kingdom,K02000001,10/08/2020,25,57560
overview,United Kingdom,K02000001,09/08/2020,19,57535
overview,United Kingdom,K02000001,08/08/2020,22,57516
overview,United Kingdom,K02000001,07/08/2020,24,57494
overview,United Kingdom,K02000001,06/08/2020,21,57470
overview,United Kingdom,K02000001,05/08/2020,13,57449
overview,United Kingdom,K02000001,04/08/2020,27,57436
overview,United Kingdom,K02000001,03/08/2020,23,57409
overview,United Kingdom,K02000001,02/08/2020,17,57386
overview,United Kingdom,K02000001,01/08/2020,20,57369
overview,United Kingdom,K02000001,31/07/2020,31,57349
overview,United Kingdom,K02000001,30/07/2020,17,57318
overview,United Kingdom,K02000001,29/07/2020,28,57301
overview,United Kingdom,K02000001,28/07/2020,26,57273
overview,United Kingdom,K02000001,27/07/2020,18,57247
overview,United Kingdom,K02000001,26/07/2020,32,57229
overview,United Kingdom,K02000001,25/07/2020,23,57197
overview,United Kingdom,K02000001,24/07/2020,19,57174
overview,United Kingdom,K02000001,23/07/2020,36,57155
overview,United Kingdom,K02000001,22/07/2020,34,57119
overview,United Kingdom,K02000001,21/07/2020,31,57085
overview,United Kingdom,K02000001,20/07/2020,31,57054
overview,United Kingdom,K02000001,19/07/2020,24,57023
overview,United Kingdom,K02000001,18/07/2020,31,56999
overview,United Kingdom,K02000001,17/07/2020,34,56968
overview,United Kingdom,K02000001,16/07/2020,21,56934
overview,United Kingdom,K02000001,15/07/2020,41,56913
overview,United Kingdom,K02000001,14/07/2020,42,56872
overview,United Kingdom,K02000001,13/07/2020,45,56830
overview,United Kingdom,K02000001,12/07/2020,32,56785
overview,United Kingdom,K02000001,11/07/2020,38,56753
overview,United Kingdom,K02000001,10/07/2020,44,56715
overview,United Kingdom,K02000001,09/07/2020,61,56671
overview,United Kingdom,K02000001,08/07/2020,47,56610
overview,United Kingdom,K02000001,07/07/2020,43,56563
overview,United Kingdom,K02000001,06/07/2020,54,56520
overview,United Kingdom,K02000001,05/07/2020,52,56466
overview,United Kingdom,K02000001,04/07/2020,52,56414
overview,United Kingdom,K02000001,03/07/2020,48,56362
overview,United Kingdom,K02000001,02/07/2020,61,56314
overview,United Kingdom,K02000001,01/07/2020,54,56253
overview,United Kingdom,K02000001,30/06/2020,81,56199
overview,United Kingdom,K02000001,29/06/2020,69,56118
overview,United Kingdom,K02000001,28/06/2020,71,56049
overview,United Kingdom,K02000001,27/06/2020,73,55978
overview,United Kingdom,K02000001,26/06/2020,79,55905
overview,United Kingdom,K02000001,25/06/2020,108,55826
overview,United Kingdom,K02000001,24/06/2020,101,55718
overview,United Kingdom,K02000001,23/06/2020,97,55617
overview,United Kingdom,K02000001,22/06/2020,83,55520
overview,United Kingdom,K02000001,21/06/2020,80,55437
overview,United Kingdom,K02000001,20/06/2020,87,55357
overview,United Kingdom,K02000001,19/06/2020,88,55270
overview,United Kingdom,K02000001,18/06/2020,90,55182
overview,United Kingdom,K02000001,17/06/2020,105,55092
overview,United Kingdom,K02000001,16/06/2020,120,54987
overview,United Kingdom,K02000001,15/06/2020,107,54867
overview,United Kingdom,K02000001,14/06/2020,136,54760
overview,United Kingdom,K02000001,13/06/2020,101,54624
overview,United Kingdom,K02000001,12/06/2020,135,54523
overview,United Kingdom,K02000001,11/06/2020,121,54388
overview,United Kingdom,K02000001,10/06/2020,166,54267
overview,United Kingdom,K02000001,09/06/2020,137,54101
overview,United Kingdom,K02000001,08/06/2020,161,53964
overview,United Kingdom,K02000001,07/06/2020,163,53803
overview,United Kingdom,K02000001,06/06/2020,151,53640
overview,United Kingdom,K02000001,05/06/2020,184,53489
overview,United Kingdom,K02000001,04/06/2020,183,53305
overview,United Kingdom,K02000001,03/06/2020,203,53122
overview,United Kingdom,K02000001,02/06/2020,233,52919
overview,United Kingdom,K02000001,01/06/2020,199,52686
overview,United Kingdom,K02000001,31/05/2020,195,52487
overview,United Kingdom,K02000001,30/05/2020,219,52292
overview,United Kingdom,K02000001,29/05/2020,254,52073
overview,United Kingdom,K02000001,28/05/2020,288,51819
overview,United Kingdom,K02000001,27/05/2020,282,51531
overview,United Kingdom,K02000001,26/05/2020,300,51249
overview,United Kingdom,K02000001,25/05/2020,279,50949
overview,United Kingdom,K02000001,24/05/2020,281,50670
overview,United Kingdom,K02000001,23/05/2020,284,50389
overview,United Kingdom,K02000001,22/05/2020,300,50105
overview,United Kingdom,K02000001,21/05/2020,342,49805
overview,United Kingdom,K02000001,20/05/2020,353,49463
overview,United Kingdom,K02000001,19/05/2020,372,49110
overview,United Kingdom,K02000001,18/05/2020,407,48738
overview,United Kingdom,K02000001,17/05/2020,377,48331
overview,United Kingdom,K02000001,16/05/2020,419,47954
overview,United Kingdom,K02000001,15/05/2020,421,47535
overview,United Kingdom,K02000001,14/05/2020,465,47114
overview,United Kingdom,K02000001,13/05/2020,454,46649
overview,United Kingdom,K02000001,12/05/2020,441,46195
overview,United Kingdom,K02000001,11/05/2020,428,45754
overview,United Kingdom,K02000001,10/05/2020,494,45326
overview,United Kingdom,K02000001,09/05/2020,539,44832
overview,United Kingdom,K02000001,08/05/2020,569,44293
overview,United Kingdom,K02000001,07/05/2020,631,43724
overview,United Kingdom,K02000001,06/05/2020,627,43093
overview,United Kingdom,K02000001,05/05/2020,642,42466
overview,United Kingdom,K02000001,04/05/2020,676,41824
overview,United Kingdom,K02000001,03/05/2020,662,41148
overview,United Kingdom,K02000001,02/05/2020,705,40486
overview,United Kingdom,K02000001,01/05/2020,786,39781
overview,United Kingdom,K02000001,30/04/2020,780,38995
overview,United Kingdom,K02000001,29/04/2020,817,38215
overview,United Kingdom,K02000001,28/04/2020,801,37398
overview,United Kingdom,K02000001,27/04/2020,866,36597
overview,United Kingdom,K02000001,26/04/2020,894,35731
overview,United Kingdom,K02000001,25/04/2020,919,34837
overview,United Kingdom,K02000001,24/04/2020,1005,33918
overview,United Kingdom,K02000001,23/04/2020,1038,32913
overview,United Kingdom,K02000001,22/04/2020,1102,31875
overview,United Kingdom,K02000001,21/04/2020,1085,30773
overview,United Kingdom,K02000001,20/04/2020,1160,29688
overview,United Kingdom,K02000001,19/04/2020,1122,28528
overview,United Kingdom,K02000001,18/04/2020,1189,27406
overview,United Kingdom,K02000001,17/04/2020,1272,26217
overview,United Kingdom,K02000001,16/04/2020,1322,24945
overview,United Kingdom,K02000001,15/04/2020,1276,23623
overview,United Kingdom,K02000001,14/04/2020,1254,22347
overview,United Kingdom,K02000001,13/04/2020,1232,21093
overview,United Kingdom,K02000001,12/04/2020,1378,19861
overview,United Kingdom,K02000001,11/04/2020,1365,18483
overview,United Kingdom,K02000001,10/04/2020,1319,17118
overview,United Kingdom,K02000001,09/04/2020,1375,15799
overview,United Kingdom,K02000001,08/04/2020,1461,14424
overview,United Kingdom,K02000001,07/04/2020,1293,12963
overview,United Kingdom,K02000001,06/04/2020,1170,11670
overview,United Kingdom,K02000001,05/04/2020,1220,10500
overview,United Kingdom,K02000001,04/04/2020,1147,9280
overview,United Kingdom,K02000001,03/04/2020,1061,8133
overview,United Kingdom,K02000001,02/04/2020,1007,7072
overview,United Kingdom,K02000001,01/04/2020,924,6065
overview,United Kingdom,K02000001,31/03/2020,831,5141
overview,United Kingdom,K02000001,30/03/2020,711,4310
overview,United Kingdom,K02000001,29/03/2020,586,3599
overview,United Kingdom,K02000001,28/03/2020,516,3013
overview,United Kingdom,K02000001,27/03/2020,463,2497
overview,United Kingdom,K02000001,26/03/2020,413,2034
overview,United Kingdom,K02000001,25/03/2020,337,1621
overview,United Kingdom,K02000001,24/03/2020,263,1284
overview,United Kingdom,K02000001,23/03/2020,208,1021
overview,United Kingdom,K02000001,22/03/2020,183,813
overview,United Kingdom,K02000001,21/03/2020,144,630
overview,United Kingdom,K02000001,20/03/2020,118,486
overview,United Kingdom,K02000001,19/03/2020,79,368
overview,United Kingdom,K02000001,18/03/2020,73,289
overview,United Kingdom,K02000001,17/03/2020,58,216
overview,United Kingdom,K02000001,16/03/2020,51,158
overview,United Kingdom,K02000001,15/03/2020,31,107
overview,United Kingdom,K02000001,14/03/2020,21,76
overview,United Kingdom,K02000001,13/03/2020,16,55
overview,United Kingdom,K02000001,12/03/2020,13,39
overview,United Kingdom,K02000001,11/03/2020,7,26
overview,United Kingdom,K02000001,10/03/2020,3,19
overview,United Kingdom,K02000001,09/03/2020,5,16
overview,United Kingdom,K02000001,08/03/2020,2,11
overview,United Kingdom,K02000001,07/03/2020,0,9
overview,United Kingdom,K02000001,06/03/2020,2,9
overview,United Kingdom,K02000001,05/03/2020,2,7
overview,United Kingdom,K02000001,04/03/2020,1,5
overview,United Kingdom,K02000001,03/03/2020,0,4
overview,United Kingdom,K02000001,02/03/2020,1,4
overview,United Kingdom,K02000001,01/03/2020,0,3
overview,United Kingdom,K02000001,29/02/2020,0,3
overview,United Kingdom,K02000001,28/02/2020,0,3
overview,United Kingdom,K02000001,27/02/2020,0,3
overview,United Kingdom,K02000001,26/02/2020,0,3
overview,United Kingdom,K02000001,25/02/2020,0,3
overview,United Kingdom,K02000001,24/02/2020,0,3
overview,United Kingdom,K02000001,23/02/2020,0,3
overview,United Kingdom,K02000001,22/02/2020,1,3
overview,United Kingdom,K02000001,21/02/2020,0,2
overview,United Kingdom,K02000001,20/02/2020,0,2
overview,United Kingdom,K02000001,19/02/2020,0,2
overview,United Kingdom,K02000001,18/02/2020,0,2
overview,United Kingdom,K02000001,17/02/2020,0,2
overview,United Kingdom,K02000001,16/02/2020,0,2
overview,United Kingdom,K02000001,15/02/2020,0,2
overview,United Kingdom,K02000001,14/02/2020,0,2
overview,United Kingdom,K02000001,13/02/2020,0,2
overview,United Kingdom,K02000001,12/02/2020,0,2
overview,United Kingdom,K02000001,11/02/2020,0,2
overview,United Kingdom,K02000001,10/02/2020,0,2
overview,United Kingdom,K02000001,09/02/2020,0,2
overview,United Kingdom,K02000001,08/02/2020,0,2
overview,United Kingdom,K02000001,07/02/2020,0,2
overview,United Kingdom,K02000001,06/02/2020,0,2
overview,United Kingdom,K02000001,05/02/2020,0,2
overview,United Kingdom,K02000001,04/02/2020,0,2
overview,United Kingdom,K02000001,03/02/2020,0,2
overview,United Kingdom,K02000001,02/02/2020,1,2
overview,United Kingdom,K02000001,01/02/2020,0,1
overview,United Kingdom,K02000001,31/01/2020,0,1
overview,United Kingdom,K02000001,30/01/2020,1,1
